Source,Target,Type,Weight
6689,603,undirected,1
6689,604,undirected,1
6689,605,undirected,1
6689,177,undirected,1
6689,606,undirected,1
6689,607,undirected,1
6689,608,undirected,1
6689,609,undirected,1
6689,52,undirected,1
6689,610,undirected,1
6689,52,undirected,1
6689,457,undirected,1
6689,368,undirected,1
6689,611,undirected,1
6689,612,undirected,1
6689,92,undirected,1
6689,613,undirected,1
6689,56,undirected,1
6689,57,undirected,1
6689,614,undirected,1
6689,436,undirected,1
6689,376,undirected,1
6689,60,undirected,1
6689,129,undirected,1
6690,615,undirected,1
6690,616,undirected,1
6690,71,undirected,1
6690,617,undirected,1
6690,618,undirected,1
6690,210,undirected,1
6690,106,undirected,1
6690,619,undirected,1
6690,151,undirected,1
6690,620,undirected,1
6690,243,undirected,1
6690,621,undirected,1
6690,81,undirected,1
6690,622,undirected,1
6690,623,undirected,1
6690,295,undirected,1
6690,92,undirected,1
6690,251,undirected,1
6690,624,undirected,1
6690,56,undirected,1
6690,57,undirected,1
6690,439,undirected,1
6690,529,undirected,1
6690,131,undirected,1
6691,169,undirected,1
6691,625,undirected,1
6691,626,undirected,1
6691,627,undirected,1
6691,628,undirected,1
6691,629,undirected,1
6691,630,undirected,1
6691,631,undirected,1
6691,136,undirected,1
6691,324,undirected,1
6691,160,undirected,1
6691,632,undirected,1
6691,633,undirected,1
6691,634,undirected,1
6691,278,undirected,1
6691,635,undirected,1
6691,636,undirected,1
6691,637,undirected,1
6691,638,undirected,1
6691,639,undirected,1
6691,335,undirected,1
6691,640,undirected,1
